/RowName;/Name;/ShortDesc;/LongDesc;/Icon;/ItemClass;/BuildingClass;/VisualObject;/ActionBlueprint_Use;/MaxStackSize;/EquipLocation;/GUICategory;/ArmourValue;/ArmorType;/SoundPhysicalSurface;/WeaponType;/WeaponArcheType;/SoundTransmitterType;/KnockbackResponseWeapon;/WeaponStaminaAttackSingleBasic;/WeaponStaminaAttackSingleSpecial;/WeaponStaminaAttackDualBasic;/WeaponStaminaAttackDualSpecial;/WeaponStaminaHeavyChargedRegenModifier;/WeaponSpeedHeavyChargedModifier;/EncumbranceWeight;/ConeAngle;/ConeMaxDistance;/DamageHealthLight_OnHit;/DamageHealthHeavy_OnHit;/DamageStaminaLight_OnHit;/DamageStaminaHeavy_OnHit;/DamageHealthLight_OnBlock;/DamageHealthHeavy_OnBlock;/DamageStaminaLight_OnBlock;/DamageStaminaHeavy_OnBlock;/HarvestDamage;/WeaponUsage;/MaxAttackReach;/MinAttackReach;/MinAttackDistance;/WeaponEffectWidth;/WeaponEffectHeight;/ItemTier;/ArmorPen;/DamageConcussiveLightOnHit;/DamageConcussiveHeavyOnHit;/DamageConcussiveLightOnBlock;/DamageConcussiveHeavyOnBlock;/DamageTier;/CoolDownTime;/ReuseTime;/SelectionWeight;/KnockbackOffenseBasic;/KnockbackOffenseSpecial;/KnockbackOffenseBasicOnBlock;/KnockbackOffenseSpecialOnBlock;/KnockbackDefense;/VisualStaticMesh;/VisualSkeletalMesh;/VisualDestructibleMesh;/WeaponStatusDefault;/WeaponStatusCurrent;/WeaponStatusDecrement;/PerishRate;/PerishTo;/MaxDurability;/RepairItem1;/RepairItem1_Amount;/RepairItem1_Weight;/RepairItem2;/RepairItem2_Amount;/RepairItem2_Weight;/RepairItem3;/RepairItem3_Amount;/RepairItem3_Weight;/AffectedByDamageTiers;/BuildingPieceScore;/BuildingMaxHealth;/RepairXP;/FirstModifier;/SecondModifier;/ThirdModifier;/FourthModifier;/FoodAmount;/DrinkAmount;/BurnTime;/ItemFlags;/ItemContainerSize;/AvatarType;/DyeColourID;/WarPaintID;/StaminaCostMultiplier;/StaminaClimbingCostMultiplier;/LeavesGhostItem;/DLCPackage;/SpawnTemplateID;/CompatableAmmunitions/0
"20302";"NSLOCTEXT("""", ""ItemTable_20302_Name"", ""XX_Dragon_bc_2"")";"NSLOCTEXT("""", ""ItemTable_20302_ShortDesc"", ""XX_Dragon_bc_2"")";"NSLOCTEXT("""", ""ItemTable_20302_LongDesc"", ""XX_Dragon_bc_2"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_ClawSwipeLeft.BP_Weapon_Dragon_ClawSwipeLeft_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;226;226;0;0;0;0;0;0;0;1;575;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;0;8;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20303";"NSLOCTEXT("""", ""ItemTable_20303_Name"", ""XX_Dragon_bc_3"")";"NSLOCTEXT("""", ""ItemTable_20303_ShortDesc"", ""XX_Dragon_bc_3"")";"NSLOCTEXT("""", ""ItemTable_20303_LongDesc"", ""XX_Dragon_bc_3"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/NpcWeapons/BPGameItemWeapon_GenericSunder.BPGameItemWeapon_GenericSunder_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_ClawSwipeRight.BP_Weapon_Dragon_ClawSwipeRight_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;226;226;0;0;0;0;0;0;0;1;575;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;0;8;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20304";"NSLOCTEXT("""", ""ItemTable_20304_Name"", ""XX_Dragon_Headswipe_Left"")";"NSLOCTEXT("""", ""ItemTable_20304_ShortDesc"", ""XX_Dragon_Headswipe_Left"")";"NSLOCTEXT("""", ""ItemTable_20304_LongDesc"", ""XX_Dragon_Headswipe_Left"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_500.BPGameItemWeapon_NPCKnockUp_500_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Headswipe_Left.BP_Weapon_Dragon_Headswipe_Left_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;226;226;0;0;0;0;0;0;0;1;575;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;1;5;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20305";"NSLOCTEXT("""", ""ItemTable_20305_Name"", ""XX_Dragon_Headswipe_Right"")";"NSLOCTEXT("""", ""ItemTable_20305_ShortDesc"", ""XX_Dragon_Headswipe_Right"")";"NSLOCTEXT("""", ""ItemTable_20305_LongDesc"", ""XX_Dragon_Headswipe_Right"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_500.BPGameItemWeapon_NPCKnockUp_500_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Headswipe_Right.BP_Weapon_Dragon_Headswipe_Right_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;226;226;0;0;0;0;0;0;0;1;575;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;0;8;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20306";"NSLOCTEXT("""", ""ItemTable_20306_Name"", ""XX_Dragon_Headbutt"")";"NSLOCTEXT("""", ""ItemTable_20306_ShortDesc"", ""XX_Dragon_Headbutt"")";"NSLOCTEXT("""", ""ItemTable_20306_LongDesc"", ""XX_Dragon_Headbutt"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_1000.BPGameItemWeapon_NPCKnockUp_1000_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Head_Dash.BP_Weapon_Dragon_Head_Dash_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;226;226;0;0;0;0;0;0;0;1;850;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;10;3;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20307";"NSLOCTEXT("""", ""ItemTable_20307_Name"", ""XX_Dragon_Firebreath_Line"")";"NSLOCTEXT("""", ""ItemTable_20307_ShortDesc"", ""XX_Dragon_Taunt"")";"NSLOCTEXT("""", ""ItemTable_20307_LongDesc"", ""XX_Dragon_Taunt"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_250.BPGameItemWeapon_NPCKnockUp_250_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Firebreath_Line.BP_Weapon_Dragon_Firebreath_Line_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;46;46;0;0;0;0;0;0;0;1;1500;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;10;3;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20308";"NSLOCTEXT("""", ""ItemTable_20308_Name"", ""XX_Dragon_Firebreath_Cone"")";"NSLOCTEXT("""", ""ItemTable_20308_ShortDesc"", ""XX_Dragon_Firebreath_Cone"")";"NSLOCTEXT("""", ""ItemTable_20308_LongDesc"", ""XX_Dragon_Firebreath_Cone"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_250.BPGameItemWeapon_NPCKnockUp_250_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Firebreath_Cone.BP_Weapon_Dragon_Firebreath_Cone_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;46;46;0;0;0;0;0;0;0;1;750;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;10;2;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20310";"NSLOCTEXT("""", ""ItemTable_20310_Name"", ""XX_Dragon_Spin_360"")";"NSLOCTEXT("""", ""ItemTable_20310_ShortDesc"", ""XX_Dragon_Spin_360"")";"NSLOCTEXT("""", ""ItemTable_20310_LongDesc"", ""XX_Dragon_Spin_360"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_500.BPGameItemWeapon_NPCKnockUp_500_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Spin_360.BP_Weapon_Dragon_Spin_360_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;226;226;0;0;0;0;0;0;0;1;575;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;10;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20311";"NSLOCTEXT("""", ""ItemTable_20311_Name"", ""XX_Dragon_Undead_bc1"")";"NSLOCTEXT("""", ""ItemTable_20311_ShortDesc"", ""XX_Dragon_Undead_bc1"")";"NSLOCTEXT("""", ""ItemTable_20311_LongDesc"", ""XX_Dragon_Undead_bc1"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_500_UndeadDragon.BPGameItemWeapon_NPCKnockUp_500_UndeadDragon_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_ClawSwipeLeft.BP_Weapon_Dragon_ClawSwipeLeft_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;261;261;0;0;0;0;0;0;0;1;575;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;0;6;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20312";"NSLOCTEXT("""", ""ItemTable_20312_Name"", ""XX_Dragon_Undead_bc2"")";"NSLOCTEXT("""", ""ItemTable_20312_ShortDesc"", ""XX_Dragon_Undead_bc2"")";"NSLOCTEXT("""", ""ItemTable_20312_LongDesc"", ""XX_Dragon_Undead_bc2"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_500_UndeadDragon.BPGameItemWeapon_NPCKnockUp_500_UndeadDragon_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_ClawSwipeRight.BP_Weapon_Dragon_ClawSwipeRight_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;261;261;0;0;0;0;0;0;0;1;575;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;0;3;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20313";"NSLOCTEXT("""", ""ItemTable_20313_Name"", ""XX_Dragon_Undead_bc3"")";"NSLOCTEXT("""", ""ItemTable_20313_ShortDesc"", ""XX_Dragon_Undead_bc3"")";"NSLOCTEXT("""", ""ItemTable_20313_LongDesc"", ""XX_Dragon_Undead_bc3"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_1000_UndeadDragon.BPGameItemWeapon_NPCKnockUp_1000_UndeadDragon_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Headswipe_Right.BP_Weapon_Dragon_Headswipe_Right_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;261;261;0;0;0;0;0;0;0;1;575;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;0;6;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20314";"NSLOCTEXT("""", ""ItemTable_20314_Name"", ""XX_Dragon_Undead_bc4"")";"NSLOCTEXT("""", ""ItemTable_20314_ShortDesc"", ""XX_Dragon_Undead_bc4"")";"NSLOCTEXT("""", ""ItemTable_20314_LongDesc"", ""XX_Dragon_Undead_bc4"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_250_UndeadDragon.BPGameItemWeapon_NPCKnockUp_250_UndeadDragon_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Firebreath_Line.BP_Weapon_Dragon_Firebreath_Line_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;261;261;0;0;0;0;0;0;0;129;1500;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;10;2;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20315";"NSLOCTEXT("""", ""ItemTable_20315_Name"", ""XX_Dragon_Undead_bc5"")";"NSLOCTEXT("""", ""ItemTable_20315_ShortDesc"", ""XX_Dragon_Undead_bc5"")";"NSLOCTEXT("""", ""ItemTable_20315_LongDesc"", ""XX_Dragon_Undead_bc5"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_250_UndeadDragon.BPGameItemWeapon_NPCKnockUp_250_UndeadDragon_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Spin_360.BP_Weapon_Dragon_Spin_360_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;261;261;0;0;0;0;0;0;0;129;750;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Steel";0;10;2;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20316";"NSLOCTEXT("""", ""ItemTable_20316_Name"", ""XX_Dragon_Hatchling_bc1"")";"NSLOCTEXT("""", ""ItemTable_20316_ShortDesc"", ""XX_Dragon_Undead_bc3"")";"NSLOCTEXT("""", ""ItemTable_20316_LongDesc"", ""XX_Dragon_Undead_bc3"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockDown.BPGameItemWeapon_NPCKnockDown_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Hatchling_bc_3.BP_Weapon_Dragon_Hatchling_bc_3_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;133;133;0;0;0;0;0;0;0;1;250;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Iron";0;2;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20317";"NSLOCTEXT("""", ""ItemTable_20317_Name"", ""XX_Dragon_Hatchling_bc2"")";"NSLOCTEXT("""", ""ItemTable_20317_ShortDesc"", ""XX_Dragon_Undead_bc4"")";"NSLOCTEXT("""", ""ItemTable_20317_LongDesc"", ""XX_Dragon_Undead_bc4"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockAway.BPGameItemWeapon_NPCKnockAway_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Hatchling_ClawSwipeLeft.BP_Weapon_Dragon_Hatchling_ClawSwipeLeft_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;156;156;0;0;0;0;0;0;0;129;250;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Iron";0;2;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20318";"NSLOCTEXT("""", ""ItemTable_20318_Name"", ""XX_Dragon_Hatchling_bc3"")";"NSLOCTEXT("""", ""ItemTable_20318_ShortDesc"", ""XX_Dragon_Undead_bc5"")";"NSLOCTEXT("""", ""ItemTable_20318_LongDesc"", ""XX_Dragon_Undead_bc5"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockAway.BPGameItemWeapon_NPCKnockAway_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Hatchling_ClawSwipeRight.BP_Weapon_Dragon_Hatchling_ClawSwipeRight_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;156;156;0;0;0;0;0;0;0;129;250;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Iron";0;2;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20319";"NSLOCTEXT("""", ""ItemTable_20319_Name"", ""XX_Dragon_Hatchling_HeadDash"")";"NSLOCTEXT("""", ""ItemTable_20319_ShortDesc"", ""XX_Dragon_Undead_bc5"")";"NSLOCTEXT("""", ""ItemTable_20319_LongDesc"", ""XX_Dragon_Undead_bc5"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockUp_250.BPGameItemWeapon_NPCKnockUp_250_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Hatchling_Head_Dash.BP_Weapon_Dragon_Hatchling_Head_Dash_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;195;195;0;0;0;0;0;0;0;129;250;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Iron";0;2;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20320";"NSLOCTEXT("""", ""ItemTable_20320_Name"", ""XX_Dragon_Hatchling_Headswipe_Left"")";"NSLOCTEXT("""", ""ItemTable_20320_ShortDesc"", ""XX_Dragon_Undead_bc5"")";"NSLOCTEXT("""", ""ItemTable_20320_LongDesc"", ""XX_Dragon_Undead_bc5"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockAway.BPGameItemWeapon_NPCKnockAway_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Hatchling_Headswipe_Left.BP_Weapon_Dragon_Hatchling_Headswipe_Left_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;156;156;0;0;0;0;0;0;0;129;250;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Iron";0;2;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20321";"NSLOCTEXT("""", ""ItemTable_20321_Name"", ""XX_Dragon_Hatchling_Headswipe_Right"")";"NSLOCTEXT("""", ""ItemTable_20321_ShortDesc"", ""XX_Dragon_Undead_bc5"")";"NSLOCTEXT("""", ""ItemTable_20321_LongDesc"", ""XX_Dragon_Undead_bc5"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockAway.BPGameItemWeapon_NPCKnockAway_C";"None";"/Game/Characters/NPCs/Dragon/BP_Weapon_Dragon_Hatchling_Headswipe_Right.BP_Weapon_Dragon_Hatchling_Headswipe_Right_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;156;156;0;0;0;0;0;0;0;129;250;0;0;0;0;1;0.15000000596046448;0;0;0;0;"Iron";0;2;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20331";"NSLOCTEXT("""", ""ItemTable_20331_Name"", ""XX_RocknoseWhite_bc_1"")";"NSLOCTEXT("""", ""ItemTable_20331_ShortDesc"", ""XX_Rocknose_bc_1"")";"NSLOCTEXT("""", ""ItemTable_20331_LongDesc"", ""XX_Rocknose_bc_1"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Hooved_Wild/NPC_Weapon_Rocknose_bc_1.NPC_Weapon_Rocknose_bc_1_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;75;75;0;0;0;0;0;0;0;1;175;0;0;0;0;1;0.05400000140070915;0;0;0;0;"Stone";0;0;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20332";"NSLOCTEXT("""", ""ItemTable_20332_Name"", ""XX_RocknoseWhite_bc_2"")";"NSLOCTEXT("""", ""ItemTable_20332_ShortDesc"", ""XX_Rocknose_bc_2"")";"NSLOCTEXT("""", ""ItemTable_20332_LongDesc"", ""XX_Rocknose_bc_2"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockDown.BPGameItemWeapon_NPCKnockDown_C";"None";"/Game/Characters/NPCs/Hooved_Wild/NPC_Weapon_Rocknose_bc_2.NPC_Weapon_Rocknose_bc_2_C";"None";1;1;"Armor";0;0;26;"None";"None";0;TRUE;0;0;0;0;0;1;0;35;250;75;75;0;0;0;0;0;0;0;1;175;0;0;0;0;1;0.05400000140070915;0;0;0;0;"Stone";0;5;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20333";"NSLOCTEXT("""", ""ItemTable_20333_Name"", ""XX_RocknoseWhite_bc_3"")";"NSLOCTEXT("""", ""ItemTable_20333_ShortDesc"", ""XX_Rocknose_bc_3"")";"NSLOCTEXT("""", ""ItemTable_20333_LongDesc"", ""XX_Rocknose_bc_3"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Hooved_Wild/NPC_Weapon_Rocknose_bc_3.NPC_Weapon_Rocknose_bc_3_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;75;75;0;0;0;0;0;0;0;1;175;0;0;0;0;1;0.05400000140070915;0;0;0;0;"Stone";0;0;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20341";"NSLOCTEXT("""", ""ItemTable_20341_Name"", ""XX_Rocknose_bc_1"")";"NSLOCTEXT("""", ""ItemTable_20341_ShortDesc"", ""XX_Rocknose_bc_1"")";"NSLOCTEXT("""", ""ItemTable_20341_LongDesc"", ""XX_Rocknose_bc_1"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C";"None";"/Game/Characters/NPCs/Hooved_Wild/NPC_Weapon_Rocknose_bc_1.NPC_Weapon_Rocknose_bc_1_C";"None";1;1;"Armor";0;0;26;"None";"None";0;FALSE;0;0;0;0;0;1;0;35;250;32;32;0;0;0;0;0;0;0;1;175;0;0;0;0;1;0.04500000178813934;0;0;0;0;"Stone";0;0;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
"20342";"NSLOCTEXT("""", ""ItemTable_20342_Name"", ""XX_Rocknose_bc_2"")";"NSLOCTEXT("""", ""ItemTable_20342_ShortDesc"", ""XX_Rocknose_bc_2"")";"NSLOCTEXT("""", ""ItemTable_20342_LongDesc"", ""XX_Rocknose_bc_2"")";"/Game/UI/Textures/Icons/icon_weapon_animal_DEV.icon_weapon_animal_DEV";"/Game/Items/BPGameItemWeapon_NPCKnockDown.BPGameItemWeapon_NPCKnockDown_C";"None";"/Game/Characters/NPCs/Hooved_Wild/NPC_Weapon_Rocknose_bc_2.NPC_Weapon_Rocknose_bc_2_C";"None";1;1;"Armor";0;0;26;"None";"None";0;TRUE;0;0;0;0;0;1;0;35;250;36;36;0;0;0;0;0;0;0;1;175;0;0;0;0;1;0.04500000178813934;0;0;0;0;"Stone";0;5;4;10;10;0;0;0;"None";"None";"None";0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;"";"";"";"";0;0;0;68;0;"None";-1;-1;1;1;FALSE;"None";"None";""
